np_tag_id,record_id,table_id,title,description
1,39,0,"COLOR",""
2,40,0,"LEVEL",""
3,42,0,"SIZE",""
4,43,0,"TOPO",""
5,45,0,"",""
6,50,0,"LEVEL 6",""
7,51,0,"LEVEL 2",""
